household_id,no_of_household_members,any_constructions_or_renovations_in_the_household
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1212,5,Yes
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1213,3,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1214,2,No
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1215,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1216,4,Yes
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1217,2,No
ID1218,1,No
ID1218,1,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1219,2,No
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1220,2,Yes
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1221,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1222,5,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1223,3,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1224,2,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1225,4,No
ID1226,1,No
ID1226,1,No
ID1226,1,No
ID1226,1,No
ID1226,1,No
ID1226,1,No
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1227,3,Yes
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1228,3,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1229,5,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1230,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1231,4,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1232,3,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1233,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1234,2,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1235,3,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1236,4,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1237,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1238,5,No
ID1239,1,No
ID1239,1,No
ID1239,1,No
ID1239,1,No
ID1239,1,No
ID1239,1,No
ID1239,1,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1240,2,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1241,5,No
ID1242,2,Yes
ID1242,2,Yes
ID1242,2,Yes
ID1242,2,Yes
ID1242,2,Yes
ID1242,2,Yes
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1243,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
ID1244,6,No
