household_id,no_of_household_members,no_of_storeys
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0850,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0851,5,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0852,4,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0853,6,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0854,5,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0855,3,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0856,6,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0857,5,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0858,2,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0859,6,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0860,5,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0861,6,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0862,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0863,4,1.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0864,4,3.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0865,3,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0866,4,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0867,3,1.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0868,4,3.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0869,2,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0870,3,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0871,5,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
ID0872,3,1.0
