household_id,no_of_household_members,floor_area
ID0916,5,1800.0
ID0916,5,1800.0
ID0916,5,1800.0
ID0916,5,1800.0
ID0916,5,1800.0
ID0916,5,1800.0
ID0916,5,1800.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0917,6,1500.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0918,2,900.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0919,8,3000.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0920,4,300.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0921,3,800.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0922,4,1190.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0923,3,2000.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0924,3,1200.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0925,5,900.0
ID0926,1,950.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0927,3,1500.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0928,7,2200.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0929,4,893.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0930,6,800.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0931,4,1100.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0932,2,400.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0933,2,476.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0934,4,1200.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0935,6,1500.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0936,4,4000.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0937,5,1500.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0938,3,4000.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
ID0939,12,1500.0
