household_id,no_of_household_members,age
ID0102,8,15
ID0102,8,15
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,11
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,4
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0102,8,1
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0103,2,28
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,63
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0104,2,60
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,54
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,44
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,14
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0105,4,11
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,46
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,21
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0106,4,19
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,46
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,45
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,68
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0107,4,8
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,76
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,69
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,45
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,44
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,41
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,33
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,13
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,11
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,6
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0108,10,4
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,54
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,22
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0109,4,19
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,67
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,66
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,41
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,38
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0110,5,9
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,59
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,93
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,27
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0111,6,32
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,56
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0112,2,25
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,53
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,47
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,21
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0113,4,15
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,58
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,55
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,26
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,90
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0114,5,82
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,33
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0115,2,30
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,54
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,53
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0116,3,14
ID0117,4,50
ID0117,4,50
ID0117,4,50
ID0117,4,50
ID0117,4,50
ID0117,4,50
ID0117,4,50
ID0117,4,82
ID0117,4,82
ID0117,4,82
ID0117,4,82
ID0117,4,82
ID0117,4,82
ID0117,4,82
ID0117,4,15
ID0117,4,15
ID0117,4,15
ID0117,4,15
ID0117,4,15
ID0117,4,15
ID0117,4,15
ID0117,4,9
ID0117,4,9
ID0117,4,9
ID0117,4,9
ID0117,4,9
ID0117,4,9
ID0117,4,9
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,56
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,54
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0118,3,30
ID0119,4,59
ID0119,4,59
ID0119,4,59
ID0119,4,59
ID0119,4,50
ID0119,4,50
ID0119,4,50
ID0119,4,50
ID0119,4,14
ID0119,4,14
ID0119,4,14
ID0119,4,14
ID0119,4,13
ID0119,4,13
ID0119,4,13
ID0119,4,13
ID0120,2,73
ID0120,2,73
ID0120,2,73
ID0120,2,73
ID0120,2,61
ID0120,2,61
ID0120,2,61
ID0120,2,61
ID0121,5,51
ID0121,5,51
ID0121,5,51
ID0121,5,51
ID0121,5,56
ID0121,5,56
ID0121,5,56
ID0121,5,56
ID0121,5,19
ID0121,5,19
ID0121,5,19
ID0121,5,19
ID0121,5,13
ID0121,5,13
ID0121,5,13
ID0121,5,13
ID0121,5,12
ID0121,5,12
ID0121,5,12
ID0121,5,12
ID0122,2,59
ID0122,2,59
ID0122,2,30
ID0122,2,30
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,54
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,51
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,19
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0123,4,16
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,73
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,66
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,45
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,41
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,19
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0124,6,12
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,58
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,52
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
ID0125,7,28
